state,time,commodity,country,total_import_values
US Virgin Islands,2016,930 Used Or Second-hand Merchandise,World Total,"119,792"
US Virgin Islands,2016,980 Goods Returned (exports For Canada Only),World Total,"12,570,014"
US Virgin Islands,2016,990 Other Special Classification Provisions,World Total,"9,754"
US Virgin Islands,2017,111 Agricultural Products,World Total,"212,005"
US Virgin Islands,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"201,460"
US Virgin Islands,2017,211 Oil & Gas,World Total,"265,160,811"
US Virgin Islands,2017,212 Minerals & Ores,World Total,"230,506"
US Virgin Islands,2017,311 Food & Kindred Products,World Total,"13,646,108"
US Virgin Islands,2017,312 Beverages & Tobacco Products,World Total,"16,148,880"
US Virgin Islands,2017,313 Textiles & Fabrics,World Total,"7,615"
US Virgin Islands,2017,314 Textile Mill Products,World Total,"194,481"
US Virgin Islands,2017,315 Apparel & Accessories,World Total,"1,061,333"
US Virgin Islands,2017,316 Leather & Allied Products,World Total,"349,473"
US Virgin Islands,2017,321 Wood Products,World Total,"637,595"
US Virgin Islands,2017,322 Paper,World Total,"231,952"
US Virgin Islands,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"339,347"
US Virgin Islands,2017,324 Petroleum & Coal Products,World Total,"841,895,140"
US Virgin Islands,2017,325 Chemicals,World Total,"478,024"
US Virgin Islands,2017,326 Plastics & Rubber Products,World Total,"2,691,977"
US Virgin Islands,2017,327 Nonmetallic Mineral Products,World Total,"268,040"
US Virgin Islands,2017,331 Primary Metal Mfg,World Total,"3,002,142"
US Virgin Islands,2017,"332 Fabricated Metal Products, Nesoi",World Total,"718,042"
US Virgin Islands,2017,"333 Machinery, Except Electrical",World Total,"3,165,139"
US Virgin Islands,2017,334 Computer & Electronic Products,World Total,"7,950,762"
US Virgin Islands,2017,"335 Electrical Equipment, Appliances & Components",World Total,"1,871,496"
US Virgin Islands,2017,336 Transportation Equipment,World Total,"758,004"
US Virgin Islands,2017,337 Furniture & Fixtures,World Total,"1,052,769"
US Virgin Islands,2017,339 Miscellaneous Manufactured Commodities,World Total,"7,550,995"
US Virgin Islands,2017,930 Used Or Second-hand Merchandise,World Total,"123,570"
US Virgin Islands,2017,980 Goods Returned (exports For Canada Only),World Total,"32,719,916"
US Virgin Islands,2018,111 Agricultural Products,World Total,"61,913"
US Virgin Islands,2018,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"86,221"
US Virgin Islands,2018,211 Oil & Gas,World Total,"323,224,377"
US Virgin Islands,2018,212 Minerals & Ores,World Total,"382,453"
US Virgin Islands,2018,311 Food & Kindred Products,World Total,"7,129,008"
US Virgin Islands,2018,312 Beverages & Tobacco Products,World Total,"19,473,823"
US Virgin Islands,2018,313 Textiles & Fabrics,World Total,"142,467"
US Virgin Islands,2018,314 Textile Mill Products,World Total,"185,770"
US Virgin Islands,2018,315 Apparel & Accessories,World Total,"629,867"
US Virgin Islands,2018,316 Leather & Allied Products,World Total,"239,326"
US Virgin Islands,2018,321 Wood Products,World Total,"391,228"
US Virgin Islands,2018,322 Paper,World Total,"190,379"
US Virgin Islands,2018,"323 Printed Matter And Related Products, Nesoi",World Total,"32,455"
US Virgin Islands,2018,324 Petroleum & Coal Products,World Total,"1,059,958,356"
US Virgin Islands,2018,325 Chemicals,World Total,"265,879"
US Virgin Islands,2018,326 Plastics & Rubber Products,World Total,"1,814,041"
US Virgin Islands,2018,327 Nonmetallic Mineral Products,World Total,"488,810"
US Virgin Islands,2018,331 Primary Metal Mfg,World Total,"1,518,107"
US Virgin Islands,2018,"332 Fabricated Metal Products, Nesoi",World Total,"2,154,305"
US Virgin Islands,2018,"333 Machinery, Except Electrical",World Total,"1,240,697"
US Virgin Islands,2018,334 Computer & Electronic Products,World Total,"4,585,710"
US Virgin Islands,2018,"335 Electrical Equipment, Appliances & Components",World Total,"7,926,679"
US Virgin Islands,2018,336 Transportation Equipment,World Total,"271,017"
US Virgin Islands,2018,337 Furniture & Fixtures,World Total,"2,365,670"
US Virgin Islands,2018,339 Miscellaneous Manufactured Commodities,World Total,"11,450,677"
US Virgin Islands,2018,910 Waste And Scrap,World Total,"25,320"
US Virgin Islands,2018,930 Used Or Second-hand Merchandise,World Total,"248,382"
US Virgin Islands,2018,980 Goods Returned (exports For Canada Only),World Total,"17,548,325"
US Virgin Islands,2018,990 Other Special Classification Provisions,World Total,"6,231"
Utah,2014,111 Agricultural Products,World Total,"45,392,141"
Utah,2014,112 Livestock & Livestock Products,World Total,"246,183,679"
Utah,2014,"113 Forestry Products, Nesoi",World Total,"21,919,607"
Utah,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"13,739,919"
Utah,2014,211 Oil & Gas,World Total,"10,502,182"
Utah,2014,212 Minerals & Ores,World Total,"47,351,124"
Utah,2014,311 Food & Kindred Products,World Total,"250,327,938"
Utah,2014,312 Beverages & Tobacco Products,World Total,"3,547,665"
Utah,2014,313 Textiles & Fabrics,World Total,"32,946,328"
Utah,2014,314 Textile Mill Products,World Total,"107,125,170"
Utah,2014,315 Apparel & Accessories,World Total,"169,971,162"
Utah,2014,316 Leather & Allied Products,World Total,"182,505,935"
Utah,2014,321 Wood Products,World Total,"94,260,472"
Utah,2014,322 Paper,World Total,"89,629,540"
Utah,2014,"323 Printed Matter And Related Products, Nesoi",World Total,"21,840,444"
Utah,2014,324 Petroleum & Coal Products,World Total,"12,006,895"
Utah,2014,325 Chemicals,World Total,"464,246,119"
Utah,2014,326 Plastics & Rubber Products,World Total,"222,438,348"
Utah,2014,327 Nonmetallic Mineral Products,World Total,"97,771,751"
Utah,2014,331 Primary Metal Mfg,World Total,"3,898,512,323"
Utah,2014,"332 Fabricated Metal Products, Nesoi",World Total,"289,786,726"
Utah,2014,"333 Machinery, Except Electrical",World Total,"495,611,820"
Utah,2014,334 Computer & Electronic Products,World Total,"651,155,243"
Utah,2014,"335 Electrical Equipment, Appliances & Components",World Total,"401,159,271"
Utah,2014,336 Transportation Equipment,World Total,"1,739,544,006"
Utah,2014,337 Furniture & Fixtures,World Total,"246,576,639"
Utah,2014,339 Miscellaneous Manufactured Commodities,World Total,"771,938,656"
Utah,2014,910 Waste And Scrap,World Total,"71,211,845"
Utah,2014,930 Used Or Second-hand Merchandise,World Total,"7,550,079"
Utah,2014,980 Goods Returned (exports For Canada Only),World Total,"382,675,320"
Utah,2014,990 Other Special Classification Provisions,World Total,"42,446,243"
Utah,2015,111 Agricultural Products,World Total,"41,202,640"
Utah,2015,112 Livestock & Livestock Products,World Total,"158,052,508"
Utah,2015,"113 Forestry Products, Nesoi",World Total,"20,409,028"
Utah,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"9,252,938"
Utah,2015,211 Oil & Gas,World Total,"8,266,702"
Utah,2015,212 Minerals & Ores,World Total,"57,405,205"
Utah,2015,311 Food & Kindred Products,World Total,"315,128,218"
Utah,2015,312 Beverages & Tobacco Products,World Total,"3,375,383"
Utah,2015,313 Textiles & Fabrics,World Total,"30,995,724"
Utah,2015,314 Textile Mill Products,World Total,"132,653,150"
Utah,2015,315 Apparel & Accessories,World Total,"183,608,401"
Utah,2015,316 Leather & Allied Products,World Total,"227,873,004"
Utah,2015,321 Wood Products,World Total,"107,888,833"
Utah,2015,322 Paper,World Total,"87,074,879"
Utah,2015,"323 Printed Matter And Related Products, Nesoi",World Total,"15,189,222"
Utah,2015,324 Petroleum & Coal Products,World Total,"37,472,942"
Utah,2015,325 Chemicals,World Total,"509,999,084"
Utah,2015,326 Plastics & Rubber Products,World Total,"263,716,579"
Utah,2015,327 Nonmetallic Mineral Products,World Total,"103,300,523"
Utah,2015,331 Primary Metal Mfg,World Total,"3,543,357,680"
Utah,2015,"332 Fabricated Metal Products, Nesoi",World Total,"318,628,233"
Utah,2015,"333 Machinery, Except Electrical",World Total,"458,044,800"
Utah,2015,334 Computer & Electronic Products,World Total,"717,586,011"
Utah,2015,"335 Electrical Equipment, Appliances & Components",World Total,"487,483,065"
Utah,2015,336 Transportation Equipment,World Total,"2,549,736,721"
Utah,2015,337 Furniture & Fixtures,World Total,"285,930,630"
Utah,2015,339 Miscellaneous Manufactured Commodities,World Total,"819,867,303"
Utah,2015,910 Waste And Scrap,World Total,"6,598,080"
Utah,2015,930 Used Or Second-hand Merchandise,World Total,"17,947,567"
Utah,2015,980 Goods Returned (exports For Canada Only),World Total,"543,501,240"
Utah,2015,990 Other Special Classification Provisions,World Total,"40,348,411"
Utah,2016,111 Agricultural Products,World Total,"51,216,678"
Utah,2016,112 Livestock & Livestock Products,World Total,"166,583,053"
Utah,2016,"113 Forestry Products, Nesoi",World Total,"29,354,614"
Utah,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"11,330,664"
Utah,2016,211 Oil & Gas,World Total,"6,791,514"
Utah,2016,212 Minerals & Ores,World Total,"28,330,617"
Utah,2016,311 Food & Kindred Products,World Total,"282,343,115"
Utah,2016,312 Beverages & Tobacco Products,World Total,"3,029,591"
Utah,2016,313 Textiles & Fabrics,World Total,"29,132,884"
Utah,2016,314 Textile Mill Products,World Total,"123,299,097"
Utah,2016,315 Apparel & Accessories,World Total,"166,534,990"
Utah,2016,316 Leather & Allied Products,World Total,"205,380,180"
Utah,2016,321 Wood Products,World Total,"120,122,857"
Utah,2016,322 Paper,World Total,"90,753,360"
Utah,2016,"323 Printed Matter And Related Products, Nesoi",World Total,"14,230,704"
Utah,2016,324 Petroleum & Coal Products,World Total,"32,149,410"
Utah,2016,325 Chemicals,World Total,"516,623,448"
Utah,2016,326 Plastics & Rubber Products,World Total,"300,234,175"
Utah,2016,327 Nonmetallic Mineral Products,World Total,"113,777,476"
Utah,2016,331 Primary Metal Mfg,World Total,"4,566,254,034"
Utah,2016,"332 Fabricated Metal Products, Nesoi",World Total,"269,886,889"
Utah,2016,"333 Machinery, Except Electrical",World Total,"524,336,069"
Utah,2016,334 Computer & Electronic Products,World Total,"830,595,075"
Utah,2016,"335 Electrical Equipment, Appliances & Components",World Total,"381,738,972"
Utah,2016,336 Transportation Equipment,World Total,"2,569,879,421"
Utah,2016,337 Furniture & Fixtures,World Total,"306,289,660"
Utah,2016,339 Miscellaneous Manufactured Commodities,World Total,"597,500,412"
Utah,2016,910 Waste And Scrap,World Total,"6,946,637"
Utah,2016,930 Used Or Second-hand Merchandise,World Total,"25,250,874"
Utah,2016,980 Goods Returned (exports For Canada Only),World Total,"579,997,752"
Utah,2016,990 Other Special Classification Provisions,World Total,"35,743,867"
Utah,2017,111 Agricultural Products,World Total,"44,876,548"
Utah,2017,112 Livestock & Livestock Products,World Total,"137,027,398"
Utah,2017,"113 Forestry Products, Nesoi",World Total,"24,982,400"
Utah,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"6,649,807"
Utah,2017,211 Oil & Gas,World Total,"10,339,505"
Utah,2017,212 Minerals & Ores,World Total,"25,162,068"
Utah,2017,311 Food & Kindred Products,World Total,"273,266,743"
Utah,2017,312 Beverages & Tobacco Products,World Total,"3,521,087"
Utah,2017,313 Textiles & Fabrics,World Total,"37,816,562"
Utah,2017,314 Textile Mill Products,World Total,"143,546,075"
Utah,2017,315 Apparel & Accessories,World Total,"186,253,559"
Utah,2017,316 Leather & Allied Products,World Total,"234,193,792"
Utah,2017,321 Wood Products,World Total,"155,361,343"
Utah,2017,322 Paper,World Total,"94,467,037"
Utah,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"17,606,942"
Utah,2017,324 Petroleum & Coal Products,World Total,"30,423,510"
Utah,2017,325 Chemicals,World Total,"645,984,588"
Utah,2017,326 Plastics & Rubber Products,World Total,"333,263,554"
Utah,2017,327 Nonmetallic Mineral Products,World Total,"119,962,848"
Utah,2017,331 Primary Metal Mfg,World Total,"5,167,544,299"
Utah,2017,"332 Fabricated Metal Products, Nesoi",World Total,"278,086,841"
Utah,2017,"333 Machinery, Except Electrical",World Total,"925,121,748"
Utah,2017,334 Computer & Electronic Products,World Total,"1,088,806,650"
Utah,2017,"335 Electrical Equipment, Appliances & Components",World Total,"450,594,106"
Utah,2017,336 Transportation Equipment,World Total,"1,801,309,089"
Utah,2017,337 Furniture & Fixtures,World Total,"361,709,446"
Utah,2017,339 Miscellaneous Manufactured Commodities,World Total,"638,690,050"
Utah,2017,910 Waste And Scrap,World Total,"40,580,564"
Utah,2017,930 Used Or Second-hand Merchandise,World Total,"12,236,717"
Utah,2017,980 Goods Returned (exports For Canada Only),World Total,"561,106,240"
Utah,2017,990 Other Special Classification Provisions,World Total,"46,447,601"
Utah,2018,111 Agricultural Products,World Total,"46,998,809"
Utah,2018,112 Livestock & Livestock Products,World Total,"98,417,639"
Utah,2018,"113 Forestry Products, Nesoi",World Total,"28,847,300"
Utah,2018,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"8,247,898"
Utah,2018,211 Oil & Gas,World Total,"24,608,870"
Utah,2018,212 Minerals & Ores,World Total,"46,688,705"
Utah,2018,311 Food & Kindred Products,World Total,"308,602,092"
Utah,2018,312 Beverages & Tobacco Products,World Total,"3,168,798"
Utah,2018,313 Textiles & Fabrics,World Total,"44,758,231"
Utah,2018,314 Textile Mill Products,World Total,"163,911,084"
Utah,2018,315 Apparel & Accessories,World Total,"247,502,386"
Utah,2018,316 Leather & Allied Products,World Total,"232,432,615"
Utah,2018,321 Wood Products,World Total,"190,088,926"
Utah,2018,322 Paper,World Total,"124,744,001"
Utah,2018,"323 Printed Matter And Related Products, Nesoi",World Total,"27,137,829"
Utah,2018,324 Petroleum & Coal Products,World Total,"14,185,373"
Utah,2018,325 Chemicals,World Total,"798,328,423"
Utah,2018,326 Plastics & Rubber Products,World Total,"382,348,147"
Utah,2018,327 Nonmetallic Mineral Products,World Total,"88,236,436"
Utah,2018,331 Primary Metal Mfg,World Total,"4,797,219,035"
Utah,2018,"332 Fabricated Metal Products, Nesoi",World Total,"314,092,419"
Utah,2018,"333 Machinery, Except Electrical",World Total,"989,325,758"
Utah,2018,334 Computer & Electronic Products,World Total,"1,116,452,873"
Utah,2018,"335 Electrical Equipment, Appliances & Components",World Total,"568,546,922"
Utah,2018,336 Transportation Equipment,World Total,"2,580,497,154"
Utah,2018,337 Furniture & Fixtures,World Total,"365,112,784"
Utah,2018,339 Miscellaneous Manufactured Commodities,World Total,"763,301,741"
Utah,2018,910 Waste And Scrap,World Total,"10,586,485"
Utah,2018,930 Used Or Second-hand Merchandise,World Total,"16,407,668"
Utah,2018,980 Goods Returned (exports For Canada Only),World Total,"671,729,511"
Utah,2018,990 Other Special Classification Provisions,World Total,"69,770,524"
Vermont,2014,111 Agricultural Products,World Total,"87,157,631"
Vermont,2014,112 Livestock & Livestock Products,World Total,"6,641,658"
Vermont,2014,"113 Forestry Products, Nesoi",World Total,"683,882"
Vermont,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"31,975,048"
Vermont,2014,211 Oil & Gas,World Total,"192,338,792"
Vermont,2014,212 Minerals & Ores,World Total,"8,950,718"
Vermont,2014,311 Food & Kindred Products,World Total,"434,938,008"
Vermont,2014,312 Beverages & Tobacco Products,World Total,"29,784,418"
Vermont,2014,313 Textiles & Fabrics,World Total,"12,787,191"
Vermont,2014,314 Textile Mill Products,World Total,"10,042,226"
Vermont,2014,315 Apparel & Accessories,World Total,"257,164,082"
Vermont,2014,316 Leather & Allied Products,World Total,"24,928,471"
Vermont,2014,321 Wood Products,World Total,"92,630,951"
Vermont,2014,322 Paper,World Total,"54,298,819"
Vermont,2014,"323 Printed Matter And Related Products, Nesoi",World Total,"9,694,414"
Vermont,2014,324 Petroleum & Coal Products,World Total,"483,471,559"
Vermont,2014,325 Chemicals,World Total,"50,982,342"
Vermont,2014,326 Plastics & Rubber Products,World Total,"109,064,906"
Vermont,2014,327 Nonmetallic Mineral Products,World Total,"42,230,262"
Vermont,2014,331 Primary Metal Mfg,World Total,"14,773,784"
Vermont,2014,"332 Fabricated Metal Products, Nesoi",World Total,"157,065,067"
Vermont,2014,"333 Machinery, Except Electrical",World Total,"161,255,472"
Vermont,2014,334 Computer & Electronic Products,World Total,"1,336,917,100"
Vermont,2014,"335 Electrical Equipment, Appliances & Components",World Total,"57,280,161"
Vermont,2014,336 Transportation Equipment,World Total,"129,121,227"
Vermont,2014,337 Furniture & Fixtures,World Total,"16,385,221"
Vermont,2014,339 Miscellaneous Manufactured Commodities,World Total,"93,426,854"
Vermont,2014,910 Waste And Scrap,World Total,"3,376,594"
Vermont,2014,930 Used Or Second-hand Merchandise,World Total,"6,514,915"
Vermont,2014,980 Goods Returned (exports For Canada Only),World Total,"132,681,417"
Vermont,2014,990 Other Special Classification Provisions,World Total,"715,991,651"
Vermont,2015,111 Agricultural Products,World Total,"79,680,012"
Vermont,2015,112 Livestock & Livestock Products,World Total,"8,024,999"
Vermont,2015,"113 Forestry Products, Nesoi",World Total,"1,225,600"
Vermont,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"23,402,552"
Vermont,2015,211 Oil & Gas,World Total,"117,011,520"
Vermont,2015,212 Minerals & Ores,World Total,"15,385,687"
Vermont,2015,311 Food & Kindred Products,World Total,"425,194,344"
Vermont,2015,312 Beverages & Tobacco Products,World Total,"25,458,028"
Vermont,2015,313 Textiles & Fabrics,World Total,"15,872,653"
Vermont,2015,314 Textile Mill Products,World Total,"10,126,287"
Vermont,2015,315 Apparel & Accessories,World Total,"301,310,304"
Vermont,2015,316 Leather & Allied Products,World Total,"27,439,982"
Vermont,2015,321 Wood Products,World Total,"94,080,573"
Vermont,2015,322 Paper,World Total,"41,824,160"
Vermont,2015,"323 Printed Matter And Related Products, Nesoi",World Total,"8,911,904"
Vermont,2015,324 Petroleum & Coal Products,World Total,"286,561,863"
Vermont,2015,325 Chemicals,World Total,"47,423,999"
Vermont,2015,326 Plastics & Rubber Products,World Total,"110,742,043"
Vermont,2015,327 Nonmetallic Mineral Products,World Total,"41,141,842"
Vermont,2015,331 Primary Metal Mfg,World Total,"16,900,510"
Vermont,2015,"332 Fabricated Metal Products, Nesoi",World Total,"151,626,754"
Vermont,2015,"333 Machinery, Except Electrical",World Total,"157,204,370"
Vermont,2015,334 Computer & Electronic Products,World Total,"1,022,449,992"
Vermont,2015,"335 Electrical Equipment, Appliances & Components",World Total,"46,850,492"
Vermont,2015,336 Transportation Equipment,World Total,"110,012,932"
Vermont,2015,337 Furniture & Fixtures,World Total,"17,383,715"
Vermont,2015,339 Miscellaneous Manufactured Commodities,World Total,"66,709,269"
Vermont,2015,910 Waste And Scrap,World Total,"2,386,828"
Vermont,2015,930 Used Or Second-hand Merchandise,World Total,"6,436,964"
Vermont,2015,980 Goods Returned (exports For Canada Only),World Total,"131,730,611"
Vermont,2015,990 Other Special Classification Provisions,World Total,"652,423,348"
Vermont,2016,111 Agricultural Products,World Total,"81,585,669"
Vermont,2016,112 Livestock & Livestock Products,World Total,"4,404,445"
Vermont,2016,"113 Forestry Products, Nesoi",World Total,"1,506,022"
Vermont,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"37,878,622"
Vermont,2016,211 Oil & Gas,World Total,"87,442,990"
Vermont,2016,212 Minerals & Ores,World Total,"9,466,990"
Vermont,2016,311 Food & Kindred Products,World Total,"506,714,263"
Vermont,2016,312 Beverages & Tobacco Products,World Total,"27,396,267"
Vermont,2016,313 Textiles & Fabrics,World Total,"10,170,527"
Vermont,2016,314 Textile Mill Products,World Total,"10,458,445"
Vermont,2016,315 Apparel & Accessories,World Total,"267,571,224"
Vermont,2016,316 Leather & Allied Products,World Total,"18,604,864"
Vermont,2016,321 Wood Products,World Total,"104,496,932"
Vermont,2016,322 Paper,World Total,"33,995,610"
Vermont,2016,"323 Printed Matter And Related Products, Nesoi",World Total,"4,157,197"
Vermont,2016,324 Petroleum & Coal Products,World Total,"214,631,479"
Vermont,2016,325 Chemicals,World Total,"46,313,288"
Vermont,2016,326 Plastics & Rubber Products,World Total,"93,021,493"
Vermont,2016,327 Nonmetallic Mineral Products,World Total,"41,424,712"
Vermont,2016,331 Primary Metal Mfg,World Total,"20,030,963"
Vermont,2016,"332 Fabricated Metal Products, Nesoi",World Total,"138,635,591"
Vermont,2016,"333 Machinery, Except Electrical",World Total,"171,504,068"
Vermont,2016,334 Computer & Electronic Products,World Total,"842,378,966"
Vermont,2016,"335 Electrical Equipment, Appliances & Components",World Total,"58,819,379"
Vermont,2016,336 Transportation Equipment,World Total,"112,517,787"
Vermont,2016,337 Furniture & Fixtures,World Total,"18,059,238"
Vermont,2016,339 Miscellaneous Manufactured Commodities,World Total,"68,491,922"
Vermont,2016,910 Waste And Scrap,World Total,"3,179,609"
Vermont,2016,930 Used Or Second-hand Merchandise,World Total,"4,103,032"
Vermont,2016,980 Goods Returned (exports For Canada Only),World Total,"176,858,390"
Vermont,2016,990 Other Special Classification Provisions,World Total,"488,528,819"
Vermont,2017,111 Agricultural Products,World Total,"73,886,936"
Vermont,2017,112 Livestock & Livestock Products,World Total,"1,593,248"
Vermont,2017,"113 Forestry Products, Nesoi",World Total,"989,400"
Vermont,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"36,846,688"
Vermont,2017,211 Oil & Gas,World Total,"105,707,095"
Vermont,2017,212 Minerals & Ores,World Total,"7,444,327"
Vermont,2017,311 Food & Kindred Products,World Total,"358,997,044"
Vermont,2017,312 Beverages & Tobacco Products,World Total,"22,465,258"
Vermont,2017,313 Textiles & Fabrics,World Total,"10,455,309"
Vermont,2017,314 Textile Mill Products,World Total,"10,039,367"
Vermont,2017,315 Apparel & Accessories,World Total,"272,328,922"
Vermont,2017,316 Leather & Allied Products,World Total,"15,049,835"
Vermont,2017,321 Wood Products,World Total,"108,022,304"
Vermont,2017,322 Paper,World Total,"40,683,625"
Vermont,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"4,495,058"
Vermont,2017,324 Petroleum & Coal Products,World Total,"259,355,757"
Vermont,2017,325 Chemicals,World Total,"59,652,539"
Vermont,2017,326 Plastics & Rubber Products,World Total,"85,572,631"
Vermont,2017,327 Nonmetallic Mineral Products,World Total,"44,532,024"
Vermont,2017,331 Primary Metal Mfg,World Total,"19,179,445"
Vermont,2017,"332 Fabricated Metal Products, Nesoi",World Total,"115,204,752"
Vermont,2017,"333 Machinery, Except Electrical",World Total,"245,799,096"
Vermont,2017,334 Computer & Electronic Products,World Total,"677,356,643"
Vermont,2017,"335 Electrical Equipment, Appliances & Components",World Total,"69,899,391"
Vermont,2017,336 Transportation Equipment,World Total,"114,526,111"
Vermont,2017,337 Furniture & Fixtures,World Total,"18,892,135"
Vermont,2017,339 Miscellaneous Manufactured Commodities,World Total,"74,333,521"
Vermont,2017,910 Waste And Scrap,World Total,"5,554,230"
Vermont,2017,930 Used Or Second-hand Merchandise,World Total,"3,165,041"
Vermont,2017,980 Goods Returned (exports For Canada Only),World Total,"194,121,007"
Vermont,2017,990 Other Special Classification Provisions,World Total,"534,481,508"
Vermont,2018,111 Agricultural Products,World Total,"84,544,022"
Vermont,2018,112 Livestock & Livestock Products,World Total,"1,838,372"
Vermont,2018,"113 Forestry Products, Nesoi",World Total,"627,097"
Vermont,2018,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"35,479,290"
Vermont,2018,211 Oil & Gas,World Total,"105,335,758"
Vermont,2018,212 Minerals & Ores,World Total,"6,837,081"
Vermont,2018,311 Food & Kindred Products,World Total,"375,417,491"
Vermont,2018,312 Beverages & Tobacco Products,World Total,"21,117,763"
Vermont,2018,313 Textiles & Fabrics,World Total,"11,136,423"
Vermont,2018,314 Textile Mill Products,World Total,"10,966,841"
Vermont,2018,315 Apparel & Accessories,World Total,"278,840,409"
Vermont,2018,316 Leather & Allied Products,World Total,"15,694,015"
Vermont,2018,321 Wood Products,World Total,"101,458,012"
Vermont,2018,322 Paper,World Total,"41,980,806"
Vermont,2018,"323 Printed Matter And Related Products, Nesoi",World Total,"5,971,430"
Vermont,2018,324 Petroleum & Coal Products,World Total,"309,391,427"
Vermont,2018,325 Chemicals,World Total,"70,146,082"
Vermont,2018,326 Plastics & Rubber Products,World Total,"97,626,870"
Vermont,2018,327 Nonmetallic Mineral Products,World Total,"49,907,436"
Vermont,2018,331 Primary Metal Mfg,World Total,"18,617,303"
Vermont,2018,"332 Fabricated Metal Products, Nesoi",World Total,"131,825,529"
Vermont,2018,"333 Machinery, Except Electrical",World Total,"163,584,189"
Vermont,2018,334 Computer & Electronic Products,World Total,"586,959,463"
Vermont,2018,"335 Electrical Equipment, Appliances & Components",World Total,"59,073,570"
Vermont,2018,336 Transportation Equipment,World Total,"90,902,202"
Vermont,2018,337 Furniture & Fixtures,World Total,"24,564,331"
Vermont,2018,339 Miscellaneous Manufactured Commodities,World Total,"75,125,964"
Vermont,2018,910 Waste And Scrap,World Total,"5,761,412"
Vermont,2018,930 Used Or Second-hand Merchandise,World Total,"2,593,400"
Vermont,2018,980 Goods Returned (exports For Canada Only),World Total,"147,547,564"
Vermont,2018,990 Other Special Classification Provisions,World Total,"493,494,439"
Virginia,2014,111 Agricultural Products,World Total,"1,141,646,349"
Virginia,2014,112 Livestock & Livestock Products,World Total,"4,587,074"
Virginia,2014,"113 Forestry Products, Nesoi",World Total,"266,049,554"
Virginia,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"432,528,745"
Virginia,2014,211 Oil & Gas,World Total,"34,428,369"
Virginia,2014,212 Minerals & Ores,World Total,"81,799,493"
Virginia,2014,311 Food & Kindred Products,World Total,"741,260,112"
Virginia,2014,312 Beverages & Tobacco Products,World Total,"262,100,628"
Virginia,2014,313 Textiles & Fabrics,World Total,"161,990,278"
Virginia,2014,314 Textile Mill Products,World Total,"878,748,371"
Virginia,2014,315 Apparel & Accessories,World Total,"911,738,628"
Virginia,2014,316 Leather & Allied Products,World Total,"228,060,976"
Virginia,2014,321 Wood Products,World Total,"488,671,023"
Virginia,2014,322 Paper,World Total,"539,142,980"
Virginia,2014,"323 Printed Matter And Related Products, Nesoi",World Total,"111,131,650"
Virginia,2014,324 Petroleum & Coal Products,World Total,"298,344,456"
Virginia,2014,325 Chemicals,World Total,"4,076,495,534"
Virginia,2014,326 Plastics & Rubber Products,World Total,"637,283,540"
Virginia,2014,327 Nonmetallic Mineral Products,World Total,"446,645,443"
Virginia,2014,331 Primary Metal Mfg,World Total,"454,669,000"
Virginia,2014,"332 Fabricated Metal Products, Nesoi",World Total,"924,516,295"
Virginia,2014,"333 Machinery, Except Electrical",World Total,"2,445,586,622"
Virginia,2014,334 Computer & Electronic Products,World Total,"2,509,660,484"
Virginia,2014,"335 Electrical Equipment, Appliances & Components",World Total,"1,107,877,267"
Virginia,2014,336 Transportation Equipment,World Total,"2,533,520,815"
Virginia,2014,337 Furniture & Fixtures,World Total,"970,254,266"
Virginia,2014,339 Miscellaneous Manufactured Commodities,World Total,"964,545,906"
Virginia,2014,910 Waste And Scrap,World Total,"11,760,097"
Virginia,2014,930 Used Or Second-hand Merchandise,World Total,"28,209,121"
Virginia,2014,980 Goods Returned (exports For Canada Only),World Total,"525,345,061"
Virginia,2014,990 Other Special Classification Provisions,World Total,"99,037,712"
Virginia,2015,111 Agricultural Products,World Total,"874,214,073"
Virginia,2015,112 Livestock & Livestock Products,World Total,"8,315,961"
Virginia,2015,"113 Forestry Products, Nesoi",World Total,"176,173,074"
Virginia,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"366,644,897"
Virginia,2015,211 Oil & Gas,World Total,"10,131,816"
Virginia,2015,212 Minerals & Ores,World Total,"52,446,866"
Virginia,2015,311 Food & Kindred Products,World Total,"727,190,552"
Virginia,2015,312 Beverages & Tobacco Products,World Total,"257,570,932"
Virginia,2015,313 Textiles & Fabrics,World Total,"155,344,555"
